,experience_level,work_year,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
366,SE,2021,FT,Data Scientist,135000,USD,135000,US,0,US,L
367,SE,2021,FT,Data Analyst,90000,CAD,71786,CA,100,CA,M
368,SE,2021,FT,ML Engineer,256000,USD,256000,US,100,US,S
369,SE,2021,FT,Director of Data Engineering,200000,USD,200000,US,100,US,L
370,SE,2021,FT,Data Analyst,200000,USD,200000,US,100,US,L
371,SE,2021,FT,Data Scientist,130000,CAD,103691,CA,100,CA,L
372,SE,2021,FT,Data Scientist,165000,USD,165000,US,100,US,L
373,SE,2021,FT,Data Engineer,70000,GBP,96282,GB,50,GB,L
374,SE,2021,FT,Principal Data Analyst,170000,USD,170000,US,100,US,M
375,SE,2021,FT,Big Data Architect,125000,CAD,99703,CA,50,CA,M
376,SE,2021,FT,Principal Data Scientist,147000,EUR,173762,DE,100,DE,M
377,SE,2021,FT,Machine Learning Engineer,185000,USD,185000,US,50,US,L
378,SE,2021,FT,Data Analyst,54000,EUR,63831,DE,50,DE,L
379,SE,2021,FT,Machine Learning Engineer,4900000,INR,66265,IN,0,IN,L
380,SE,2021,FT,Lead Data Engineer,160000,USD,160000,PR,50,US,S
381,SE,2021,FT,Computer Vision Engineer,102000,BRL,18907,BR,0,BR,M
382,SE,2021,FT,Data Scientist,65720,EUR,77684,FR,50,FR,M
383,SE,2021,FT,AI Scientist,55000,USD,55000,ES,100,ES,L
384,SE,2021,FT,Data Scientist,180000,TRY,20171,TR,50,TR,L
385,SE,2021,CT,Staff Data Scientist,105000,USD,105000,US,100,US,M
386,SE,2021,FT,Data Science Manager,7000000,INR,94665,IN,50,IN,L
387,SE,2021,FT,Head of Data,87000,EUR,102839,SI,100,SI,L
388,SE,2022,FT,Data Engineer,135000,USD,135000,US,100,US,M
389,SE,2022,FT,Data Analyst,155000,USD,155000,US,100,US,M
390,SE,2022,FT,Data Analyst,120600,USD,120600,US,100,US,M
391,SE,2022,FT,Data Analyst,102100,USD,102100,US,100,US,M
392,SE,2022,FT,Data Analyst,84900,USD,84900,US,100,US,M
393,SE,2022,FT,Data Scientist,136620,USD,136620,US,100,US,M
394,SE,2022,FT,Data Scientist,99360,USD,99360,US,100,US,M
395,SE,2022,FT,Data Scientist,90000,GBP,117789,GB,0,GB,M
396,SE,2022,FT,Data Scientist,80000,GBP,104702,GB,0,GB,M
397,SE,2022,FT,Data Scientist,146000,USD,146000,US,100,US,M
398,SE,2022,FT,Data Scientist,123000,USD,123000,US,100,US,M
399,SE,2022,FT,Data Analyst,99000,USD,99000,US,0,US,M
400,SE,2022,FT,Data Analyst,116000,USD,116000,US,0,US,M
401,SE,2022,FT,Data Scientist,165220,USD,165220,US,100,US,M
402,SE,2022,FT,Data Scientist,120160,USD,120160,US,100,US,M
403,SE,2022,FT,Data Analyst,90320,USD,90320,US,100,US,M
404,SE,2022,FT,Data Engineer,181940,USD,181940,US,0,US,M
405,SE,2022,FT,Data Engineer,132320,USD,132320,US,0,US,M
406,SE,2022,FT,Data Engineer,220110,USD,220110,US,0,US,M
407,SE,2022,FT,Data Engineer,160080,USD,160080,US,0,US,M
408,SE,2022,FT,Data Scientist,180000,USD,180000,US,0,US,L
409,SE,2022,FT,Data Scientist,120000,USD,120000,US,0,US,L
410,SE,2022,FT,Data Analyst,124190,USD,124190,US,100,US,M
411,SE,2022,FT,Data Analyst,170000,USD,170000,US,100,US,M
412,SE,2022,FT,Data Analyst,112900,USD,112900,US,100,US,M
413,SE,2022,FT,Data Analyst,90320,USD,90320,US,100,US,M
414,SE,2022,FT,Data Analyst,112900,USD,112900,US,100,US,M
415,SE,2022,FT,Data Analyst,90320,USD,90320,US,100,US,M
416,SE,2022,FT,Data Engineer,165400,USD,165400,US,100,US,M
417,SE,2022,FT,Data Engineer,132320,USD,132320,US,100,US,M
418,SE,2022,FT,Data Engineer,243900,USD,243900,US,100,US,M
419,SE,2022,FT,Data Analyst,136600,USD,136600,US,100,US,M
420,SE,2022,FT,Data Analyst,109280,USD,109280,US,100,US,M
421,SE,2022,FT,Data Engineer,128875,USD,128875,US,100,US,M
422,SE,2022,FT,Data Engineer,93700,USD,93700,US,100,US,M
423,SE,2022,FT,Data Engineer,156600,USD,156600,US,100,US,M
424,SE,2022,FT,Data Engineer,108800,USD,108800,US,0,US,M
425,SE,2022,FT,Data Scientist,95550,USD,95550,US,0,US,M
426,SE,2022,FT,Data Engineer,113000,USD,113000,US,0,US,L
427,SE,2022,FT,Data Analyst,135000,USD,135000,US,100,US,M
428,SE,2022,FT,Data Science Manager,161342,USD,161342,US,100,US,M
429,SE,2022,FT,Data Science Manager,137141,USD,137141,US,100,US,M
430,SE,2022,FT,Data Scientist,167000,USD,167000,US,100,US,M
431,SE,2022,FT,Data Scientist,123000,USD,123000,US,100,US,M
432,SE,2022,FT,Data Engineer,60000,GBP,78526,GB,0,GB,M
433,SE,2022,FT,Data Engineer,50000,GBP,65438,GB,0,GB,M
434,SE,2022,FT,Data Scientist,150000,USD,150000,US,0,US,M
435,SE,2022,FT,Data Scientist,211500,USD,211500,US,100,US,M
436,SE,2022,FT,Data Architect,192400,USD,192400,CA,100,CA,M
437,SE,2022,FT,Data Architect,90700,USD,90700,CA,100,CA,M
438,SE,2022,FT,Data Analyst,130000,USD,130000,CA,100,CA,M
439,SE,2022,FT,Data Analyst,61300,USD,61300,CA,100,CA,M
440,SE,2022,FT,Data Analyst,130000,USD,130000,CA,100,CA,M
441,SE,2022,FT,Data Analyst,61300,USD,61300,CA,100,CA,M
442,SE,2022,FT,Data Engineer,160000,USD,160000,US,0,US,L
443,SE,2022,FT,Data Scientist,138600,USD,138600,US,100,US,M
444,SE,2022,FT,Data Engineer,136000,USD,136000,US,0,US,M
445,SE,2022,FT,Data Scientist,170000,USD,170000,US,100,US,M
446,SE,2022,FT,Data Scientist,123000,USD,123000,US,100,US,M
447,SE,2022,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M
448,SE,2022,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M
449,SE,2022,FT,Data Analyst,132000,USD,132000,US,0,US,M
450,SE,2022,FT,Data Engineer,165400,USD,165400,US,100,US,M
451,SE,2022,FT,Data Architect,208775,USD,208775,US,100,US,M
452,SE,2022,FT,Data Architect,147800,USD,147800,US,100,US,M
453,SE,2022,FT,Data Engineer,136994,USD,136994,US,100,US,M
454,SE,2022,FT,Data Engineer,101570,USD,101570,US,100,US,M
455,SE,2022,FT,Data Analyst,128875,USD,128875,US,100,US,M
456,SE,2022,FT,Data Analyst,93700,USD,93700,US,100,US,M
457,SE,2022,FT,Data Engineer,132320,USD,132320,US,100,US,M
458,SE,2022,FT,Data Analyst,164000,USD,164000,US,0,US,M
459,SE,2022,FT,Data Engineer,155000,USD,155000,US,100,US,M
460,SE,2022,FT,Data Analyst,112900,USD,112900,US,100,US,M
461,SE,2022,FT,Data Analyst,90320,USD,90320,US,100,US,M
462,SE,2022,FT,Data Analytics Manager,145000,USD,145000,US,100,US,M
463,SE,2022,FT,Data Analytics Manager,105400,USD,105400,US,100,US,M
464,SE,2022,FT,Data Scientist,215300,USD,215300,US,100,US,L
465,SE,2022,FT,Data Scientist,158200,USD,158200,US,100,US,L
466,SE,2022,FT,Data Engineer,209100,USD,209100,US,100,US,L
467,SE,2022,FT,Data Engineer,154600,USD,154600,US,100,US,L
468,SE,2022,FT,Data Analyst,115934,USD,115934,US,0,US,M
469,SE,2022,FT,Data Analyst,81666,USD,81666,US,0,US,M
470,SE,2022,FT,Data Engineer,175000,USD,175000,US,100,US,M
471,SE,2022,FT,Data Engineer,183600,USD,183600,US,100,US,L
472,SE,2022,FT,Data Scientist,180000,USD,180000,US,100,US,M
473,SE,2022,FT,Data Scientist,260000,USD,260000,US,100,US,M
474,SE,2022,FT,Data Science Engineer,60000,USD,60000,AR,100,MX,L
475,SE,2022,FT,Data Scientist,180000,USD,180000,US,0,US,M
476,SE,2022,FT,Data Scientist,80000,USD,80000,US,0,US,M
477,SE,2022,FT,Data Engineer,100800,USD,100800,US,100,US,L
478,SE,2022,FT,Data Scientist,140400,USD,140400,US,0,US,L
479,SE,2022,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M
480,SE,2022,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M
481,SE,2022,FT,Data Scientist,215300,USD,215300,US,0,US,L
482,SE,2022,FT,Data Engineer,209100,USD,209100,US,100,US,L
483,SE,2022,FT,Data Engineer,154600,USD,154600,US,100,US,L
484,SE,2022,FT,Data Engineer,180000,USD,180000,US,100,US,M
485,SE,2022,FT,Data Engineer,80000,USD,80000,US,100,US,M
486,SE,2022,FT,Data Engineer,105000,USD,105000,US,100,US,M
487,SE,2022,FT,Lead Machine Learning Engineer,80000,EUR,87932,DE,0,DE,M
488,SE,2022,FT,Principal Data Scientist,148000,EUR,162674,DE,100,DE,M
489,SE,2022,FT,Research Scientist,144000,USD,144000,US,50,US,L
490,SE,2022,FT,Data Scientist,104890,USD,104890,US,100,US,M
491,SE,2022,FT,Data Engineer,100000,USD,100000,US,100,US,M
492,SE,2022,FT,Data Scientist,140000,USD,140000,US,100,US,M
493,SE,2022,FT,Data Scientist,220000,USD,220000,US,100,US,M
494,SE,2022,FT,Data Scientist,140000,USD,140000,US,100,US,M
495,SE,2022,FT,Data Scientist,185100,USD,185100,US,100,US,M
496,SE,2022,FT,Machine Learning Engineer,220000,USD,220000,US,100,US,M
497,SE,2022,FT,Machine Learning Engineer,120000,USD,120000,AE,100,AE,S
498,SE,2022,FT,Machine Learning Engineer,65000,USD,65000,AE,100,AE,S
499,SE,2022,FT,Data Engineer,210000,USD,210000,US,100,US,M
500,SE,2022,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,M
501,SE,2022,FT,Data Scientist,230000,USD,230000,US,100,US,M
502,SE,2022,FT,Head of Data,200000,USD,200000,MY,100,US,M
503,SE,2022,FT,Machine Learning Developer,100000,CAD,78791,CA,100,CA,M
504,SE,2022,FT,Data Scientist,100000,USD,100000,BR,100,US,M
505,SE,2022,FT,Data Scientist,165000,USD,165000,US,100,US,M
506,SE,2022,FT,Research Scientist,85000,EUR,93427,FR,50,FR,L
507,SE,2022,FT,Machine Learning Engineer,57000,EUR,62651,NL,100,NL,L
508,SE,2022,FT,Data Engineer,115000,USD,115000,US,100,US,M
509,SE,2022,FT,Machine Learning Engineer,65000,EUR,71444,IE,100,IE,S
510,SE,2022,FT,Data Science Manager,152500,USD,152500,US,100,US,M
511,SE,2022,FT,Applied Data Scientist,380000,USD,380000,US,100,US,L
512,SE,2022,FT,Data Analytics Lead,405000,USD,405000,US,100,US,L
513,SE,2022,FT,Applied Data Scientist,177000,USD,177000,US,100,US,L
514,SE,2022,FT,Data Analyst,135000,USD,135000,US,100,US,M
515,SE,2022,FT,Data Analyst,100000,USD,100000,US,100,US,M
516,SE,2022,FT,Data Analyst,90320,USD,90320,US,100,US,M
517,SE,2022,FT,Machine Learning Engineer,214000,USD,214000,US,100,US,M
518,SE,2022,FT,Machine Learning Engineer,192600,USD,192600,US,100,US,M
519,SE,2022,FT,Data Architect,266400,USD,266400,US,100,US,M
520,SE,2022,FT,Data Architect,213120,USD,213120,US,100,US,M
521,SE,2022,FT,Data Analyst,112900,USD,112900,US,100,US,M
522,SE,2022,FT,Data Engineer,155000,USD,155000,US,100,US,M
523,SE,2022,FT,Data Analyst,115934,USD,115934,US,100,US,M
524,SE,2022,FT,Data Analyst,81666,USD,81666,US,100,US,M
525,SE,2022,FT,Data Engineer,130000,USD,130000,US,100,US,M
526,SE,2022,FT,Data Engineer,115000,USD,115000,US,100,US,M
527,SE,2022,FT,Data Engineer,110500,USD,110500,US,100,US,M
528,SE,2022,FT,Data Engineer,130000,USD,130000,US,100,US,M
529,SE,2022,FT,Data Analyst,99050,USD,99050,US,100,US,M
530,SE,2022,FT,Data Engineer,160000,USD,160000,US,100,US,M
531,SE,2022,FT,Data Scientist,205300,USD,205300,US,0,US,L
532,SE,2022,FT,Data Scientist,140400,USD,140400,US,0,US,L
533,SE,2022,FT,Data Scientist,176000,USD,176000,US,100,US,M
534,SE,2022,FT,Data Scientist,144000,USD,144000,US,100,US,M
535,SE,2022,FT,Data Engineer,200100,USD,200100,US,100,US,M
536,SE,2022,FT,Data Engineer,160000,USD,160000,US,100,US,M
537,SE,2022,FT,Data Engineer,145000,USD,145000,US,100,US,M
538,SE,2022,FT,Data Engineer,70500,USD,70500,US,0,US,M
539,SE,2022,FT,Data Scientist,205300,USD,205300,US,0,US,M
540,SE,2022,FT,Data Scientist,140400,USD,140400,US,0,US,M
541,SE,2022,FT,Analytics Engineer,205300,USD,205300,US,0,US,M
542,SE,2022,FT,Analytics Engineer,184700,USD,184700,US,0,US,M
543,SE,2022,FT,Data Engineer,175100,USD,175100,US,100,US,M
544,SE,2022,FT,Data Engineer,140250,USD,140250,US,100,US,M
545,SE,2022,FT,Data Analyst,116150,USD,116150,US,100,US,M
546,SE,2022,FT,Data Engineer,54000,USD,54000,US,0,US,M
547,SE,2022,FT,Data Analyst,170000,USD,170000,US,100,US,M
548,SE,2022,FT,Data Analyst,80000,USD,80000,US,100,US,M
549,SE,2022,FT,Data Scientist,140000,USD,140000,US,100,US,M
550,SE,2022,FT,Data Scientist,210000,USD,210000,US,100,US,M
551,SE,2022,FT,Data Scientist,140000,USD,140000,US,100,US,M
552,SE,2022,FT,Data Analyst,100000,USD,100000,US,100,US,M
553,SE,2022,FT,Data Analyst,69000,USD,69000,US,100,US,M
554,SE,2022,FT,Data Scientist,210000,USD,210000,US,100,US,M
555,SE,2022,FT,Data Scientist,140000,USD,140000,US,100,US,M
556,SE,2022,FT,Data Scientist,210000,USD,210000,US,100,US,M
557,SE,2022,FT,Data Analyst,150075,USD,150075,US,100,US,M
558,SE,2022,FT,Data Engineer,100000,USD,100000,US,100,US,M
559,SE,2022,FT,Data Engineer,25000,USD,25000,US,100,US,M
560,SE,2022,FT,Data Analyst,126500,USD,126500,US,100,US,M
561,SE,2022,FT,Data Analyst,106260,USD,106260,US,100,US,M
562,SE,2022,FT,Data Engineer,220110,USD,220110,US,100,US,M
563,SE,2022,FT,Data Engineer,160080,USD,160080,US,100,US,M
564,SE,2022,FT,Data Analyst,105000,USD,105000,US,100,US,M
565,SE,2022,FT,Data Analyst,110925,USD,110925,US,100,US,M
566,SE,2022,FT,Data Scientist,140000,USD,140000,US,100,US,M
567,SE,2022,FT,Data Analyst,99000,USD,99000,US,0,US,M
568,SE,2022,FT,Data Analyst,60000,USD,60000,US,100,US,M
569,SE,2022,FT,Data Architect,192564,USD,192564,US,100,US,M
570,SE,2022,FT,Data Architect,144854,USD,144854,US,100,US,M
571,SE,2022,FT,Data Scientist,230000,USD,230000,US,100,US,M
572,SE,2022,FT,Data Scientist,150000,USD,150000,US,100,US,M
573,SE,2022,FT,Data Analytics Manager,150260,USD,150260,US,100,US,M
574,SE,2022,FT,Data Analytics Manager,109280,USD,109280,US,100,US,M
575,SE,2022,FT,Data Scientist,210000,USD,210000,US,100,US,M
576,SE,2022,FT,Data Analyst,170000,USD,170000,US,100,US,M
577,SE,2022,FT,Data Engineer,154000,USD,154000,US,100,US,M
578,SE,2022,FT,Data Engineer,126000,USD,126000,US,100,US,M
579,SE,2022,FT,Data Analyst,129000,USD,129000,US,0,US,M
580,SE,2022,FT,Data Analyst,150000,USD,150000,US,100,US,M
581,EX,2020,FT,Director of Data Science,325000,USD,325000,US,100,US,L
582,EX,2020,FT,Data Engineering Manager,70000,EUR,79833,ES,50,ES,L
583,EX,2021,FT,BI Data Analyst,150000,USD,150000,IN,100,US,L
584,EX,2021,FT,Head of Data,235000,USD,235000,US,100,US,L
585,EX,2021,FT,Director of Data Science,130000,EUR,153667,IT,100,PL,L
586,EX,2021,FT,Head of Data,230000,USD,230000,RU,50,RU,L
587,EX,2021,FT,Head of Data Science,85000,USD,85000,RU,0,RU,M
588,EX,2021,FT,Director of Data Science,110000,EUR,130026,DE,50,DE,M
589,EX,2021,FT,Director of Data Science,250000,USD,250000,US,0,US,L
590,EX,2021,FT,Data Science Consultant,59000,EUR,69741,FR,100,ES,S
591,EX,2021,CT,Principal Data Scientist,416000,USD,416000,US,100,US,S
592,EX,2021,FT,Principal Data Engineer,600000,USD,600000,US,100,US,L
593,EX,2021,FT,Director of Data Science,120000,EUR,141846,DE,0,DE,L
594,EX,2022,FT,Data Engineer,242000,USD,242000,US,100,US,M
595,EX,2022,FT,Data Engineer,200000,USD,200000,US,100,US,M
596,EX,2022,FT,Data Analyst,130000,USD,130000,US,100,US,M
597,EX,2022,FT,Data Analyst,110000,USD,110000,US,100,US,M
598,EX,2022,FT,Head of Data Science,224000,USD,224000,US,100,US,M
599,EX,2022,FT,Head of Data Science,167875,USD,167875,US,100,US,M
600,EX,2022,FT,Analytics Engineer,175000,USD,175000,US,100,US,M
601,EX,2022,FT,Analytics Engineer,135000,USD,135000,US,100,US,M
602,EX,2022,FT,Lead Data Engineer,150000,CAD,118187,CA,100,CA,S
603,EX,2022,FT,Head of Machine Learning,6000000,INR,79039,IN,50,IN,L
604,EX,2022,FT,Director of Data Science,250000,CAD,196979,CA,50,CA,L
605,EX,2022,FT,Data Engineer,324000,USD,324000,US,100,US,M
606,EX,2022,FT,Data Engineer,216000,USD,216000,US,100,US,M
